MemberID,EmploymentLength,EmploymentTitle,HomeOwnership
140897,9 years,Sherwin Williams,MORTGAGE
135591,1 year,The Point,MORTGAGE
216160,10+ years,Lam Research,MORTGAGE
130904,7 years,SRA Benefits,MORTGAGE
186347,< 1 year,,MORTGAGE
201440,< 1 year,Retired,MORTGAGE
267771,< 1 year,,MORTGAGE
205197,< 1 year,self,MORTGAGE
198937,10+ years,Bank of America Corp.,MORTGAGE
221919,1 year,Affiliated Computer Services,MORTGAGE
138075,10+ years,SCE & G,MORTGAGE
165737,2 years,St Anne's Nursing Center,MORTGAGE
280315,2 years,The Wharton School,MORTGAGE
259015,5 years,"USC CApital Funding,LLC",MORTGAGE
138553,1 year,Hildebran Med Clinic,MORTGAGE
141022,< 1 year,Guilford County Schools,MORTGAGE
281432,10+ years,DOCUDATA SOLUTIONS,MORTGAGE
208394,< 1 year,Structured Asset Services,MORTGAGE
180337,1 year,Natherson &amp; Company,MORTGAGE
163445,10+ years,Visions In Vinyl,MORTGAGE
243042,< 1 year,Lockheed Martin Corp.,MORTGAGE
135198,8 years,Roche,MORTGAGE
194605,10+ years,ubs,MORTGAGE
267099,2 years,Global Custom Commerce,MORTGAGE
275527,3 years,Self Employed,MORTGAGE
104675,1 year,Nestle Waters North America,OWN
246380,10+ years,NYPD,OWN
272798,10+ years,State of Michigan,OWN
126773,2 years,Affinity Marketing Group,OWN
207023,1 year,Forest Best Western,OWN
242899,10+ years,Hewlett Packard,OWN
126209,2 years,Holland & Knight,OWN
197916,3 years,Self-employed,OWN
253818,3 years,UNC - Pembroke,OWN
137103,< 1 year,,OWN
265106,< 1 year,Self Employed,OWN
262634,2 years,Fitch Ratings,RENT
177903,2 years,Boca Bay,RENT
219944,4 years,MIDWEST INSURANCE COMPANY,RENT
163835,< 1 year,,RENT
242440,< 1 year,,RENT
144575,2 years,Falcon Food Distributor,RENT
275753,9 years,walters hot dogs,RENT
266099,5 years,PerfectServe,RENT
281765,4 years,JACOB JAVIT CENTER,RENT
173899,1 year,Bright House Networks,RENT
252964,3 years,va dept of health,RENT
168432,3 years,Shore Health System,RENT
276369,2 years,Citibank,RENT
278052,1 year,Farmers Insurance Company,RENT
215970,10+ years,burger king,RENT
278182,2 years,Triple Thread custom design and apparel,RENT
244509,3 years,Nashville State Community College,RENT
243149,< 1 year,Napp Deady,RENT
197115,3 years,Crunch Fitness,RENT
176187,4 years,MBI Inc.,RENT
264449,< 1 year,Skip the Dealership,RENT
256304,< 1 year,,RENT
231171,1 year,UNLV,RENT
215185,6 years,Walmart Distribution Center,RENT
254336,8 years,CAPS,RENT
143098,< 1 year,Whitney National Bank,RENT
182441,< 1 year,SIEMENS BUILDING TECHNOLOGIES,RENT
211085,6 years,Wegmans Food Markets,RENT
271585,3 years,DTI Associates,RENT
149751,< 1 year,,RENT
267196,< 1 year,bangladesh travels,RENT
273721,2 years,pcc airfoils,RENT
74724,< 1 year,BASE National,RENT
253371,10+ years,verizon telecom,RENT
127345,3 years,,RENT
202401,6 years,Konica Minolta Business Solutions USA Inc,RENT
206444,8 years,US Army,RENT
281958,10+ years,kaweah delta health care district,RENT
206195,6 years,R and B development,RENT
190578,7 years,United States Air Force,RENT
128775,< 1 year,The Grove,RENT
175123,7 years,"NEC Laboratories America, Inc",RENT
151590,1 year,Manpower,RENT
154295,1 year,South Shore Millwork,RENT
210644,< 1 year,Global Travel International -and- Global Domains International,RENT
262721,3 years,MaryManningWalshHome,RENT
1015559,1 year,SRHS,MORTGAGE
1078778,1 year,PHH Home Loans,MORTGAGE
556324,1 year,,MORTGAGE
296661,1 year,Kansas City Wizards,MORTGAGE
589879,1 year,WCP,MORTGAGE
550886,1 year,charlotte hungerford hospital,MORTGAGE
484166,1 year,Immediate Medical Care of CNY  PC,MORTGAGE
635155,1 year,,MORTGAGE
1032687,1 year,MagnaCare,MORTGAGE
526295,1 year,olmsted-kirk paper company,MORTGAGE
986248,10+ years,Merck and Company Inc.,MORTGAGE
1195779,10+ years,City of Vancouver,MORTGAGE
907418,10+ years,Sharp Healthcare,MORTGAGE
1242224,10+ years,Kimberly Clark Corp.,MORTGAGE
1218488,10+ years,TX Dept of Insurance,MORTGAGE
1221723,10+ years,Gregory L Gullikson,MORTGAGE
651669,10+ years,Muolton Niguel Water,MORTGAGE
861590,10+ years,The Dow Chemical Company,MORTGAGE
1106947,10+ years,F.M.Howell&Co.,MORTGAGE
510614,10+ years,"Benton Foundry, Inc.",MORTGAGE
1047387,10+ years,Wells Fargo,MORTGAGE
788527,10+ years,Mecklenburg County Government,MORTGAGE
1027760,10+ years,Market News International,MORTGAGE
614523,10+ years,suntrust,MORTGAGE
546891,10+ years,US Office of Personnel Management,MORTGAGE
965365,10+ years,bellagio,MORTGAGE
801981,10+ years,Fluor Corporation,MORTGAGE
1021764,10+ years,Griswold Corp.,MORTGAGE
796745,10+ years,Jeffrey's Glass Cleaning Service,MORTGAGE
879906,10+ years,,MORTGAGE
627469,10+ years,,MORTGAGE
617044,10+ years,Comm. of Mass.,MORTGAGE
820606,10+ years,timken company,MORTGAGE
597880,10+ years,Stanislaus County,MORTGAGE
636536,10+ years,CDC,MORTGAGE
1057903,10+ years,,MORTGAGE
642481,10+ years,Warren Oil Company,MORTGAGE
634751,10+ years,Banner Healthcare,MORTGAGE
725339,10+ years,US Marines,MORTGAGE
487389,10+ years,Business Wire,MORTGAGE
1050546,10+ years,Graphic Tech LLC,MORTGAGE
1046992,10+ years,Web.com,MORTGAGE
804552,10+ years,city of ormond beach,MORTGAGE
695318,10+ years,New York City Transit,MORTGAGE
347588,10+ years,onslow co,MORTGAGE
1221067,10+ years,Satco,MORTGAGE
844896,10+ years,3M,MORTGAGE
629257,10+ years,US Military,MORTGAGE
1231806,10+ years,Town of Hempstead,MORTGAGE
593182,10+ years,Papp Clinic,MORTGAGE
595301,10+ years,Citibank,MORTGAGE
574419,10+ years,Navfac southwest,MORTGAGE
1097748,10+ years,Bank of America,MORTGAGE
624324,10+ years,City of minnetonka,MORTGAGE
422986,2 years,Nalco,MORTGAGE
767768,2 years,Glendora Digestive Disease Institute,MORTGAGE
530937,2 years,Randall County Texas,MORTGAGE
1079554,2 years,US Department Of Veterans Affairs,MORTGAGE
1007718,2 years,Pacific Southwest Financial,MORTGAGE
640094,2 years,Hansen Beverage Company,MORTGAGE
1040655,2 years,Grassroots Solutions,MORTGAGE
323548,2 years,Self,MORTGAGE
613789,2 years,Science Care,MORTGAGE
1218564,2 years,Musculoskeletal Transplant Foundation,MORTGAGE
1062769,3 years,Germania Insurance,MORTGAGE
980679,3 years,,MORTGAGE
695513,3 years,"Compucom Systems, Inc.",MORTGAGE
547369,3 years,Deloitte,MORTGAGE
592380,3 years,LCI,MORTGAGE
635060,3 years,eiqnetworks,MORTGAGE
1102968,3 years,Dept of Veteraans Affairs,MORTGAGE
406566,4 years,Kanawha County Schools,MORTGAGE
1081502,4 years,nj transit,MORTGAGE
709282,4 years,The Aerospace Corp,MORTGAGE
627746,4 years,Identity theft 911,MORTGAGE
962778,4 years,signature health care,MORTGAGE
969282,4 years,Saint Vincent Health System,MORTGAGE
1271732,5 years,The Ohio State University Medical Center,MORTGAGE
1194537,5 years,Citi,MORTGAGE
597774,5 years,Greece Central School District,MORTGAGE
519277,5 years,wrico,MORTGAGE
927736,5 years,River Ave Contracting,MORTGAGE
1225097,5 years,Wellmark BCBS,MORTGAGE
656449,5 years,"Samuel I White, P.C.",MORTGAGE
653221,5 years,DLA,MORTGAGE
1010712,5 years,American Tire Distributors,MORTGAGE
603240,5 years,Baker Botts LLP,MORTGAGE
1260990,6 years,marsden maint. llc,MORTGAGE
851223,6 years,canvas systems,MORTGAGE
980753,6 years,"Xtreme Automotive Group, Inc",MORTGAGE
995251,6 years,bluemercury inc,MORTGAGE
1195402,6 years,Viejas Casino,MORTGAGE
629350,6 years,Celestine Alipui Van Lare MD PA,MORTGAGE
597142,6 years,SAP America,MORTGAGE
643971,7 years,Carlton Manor Inc,MORTGAGE
876291,7 years,dalton trucking,MORTGAGE
998185,7 years,Emmanuel Baptist Church,MORTGAGE
797020,7 years,MOISAN ENTERPRISES,MORTGAGE
413462,7 years,Music and Arts,MORTGAGE
1091178,7 years,Johnson International,MORTGAGE
983169,7 years,laurel highlands vistors bureau,MORTGAGE
934712,7 years,Shannon Pub,MORTGAGE
547458,7 years,james taylor general contracting,MORTGAGE
557682,7 years,riteway bus company,MORTGAGE
595223,7 years, Brocade Communications,MORTGAGE
682590,8 years,Kemper,MORTGAGE
820866,8 years,st lucie sheriff department,MORTGAGE
1092816,8 years,AKAL Srcurity/ U.S. Marshal,MORTGAGE
589253,8 years,Morehead Memorial Hospital,MORTGAGE
308707,8 years,CTE Express,MORTGAGE
1192088,9 years,Monmouth Medical Center,MORTGAGE
403024,9 years,US Air Force,MORTGAGE
365742,9 years,Orlando Regional Healthcare,MORTGAGE
523225,9 years,Hertz Auto,MORTGAGE
1258336,9 years,bnsf railway,MORTGAGE
925928,9 years,B&W,MORTGAGE
620828,9 years,church of Christ,MORTGAGE
690073,9 years,progressive bank,MORTGAGE
571574,< 1 year,,MORTGAGE
591256,< 1 year,,MORTGAGE
736410,< 1 year,WARNER ROBINS AIRFORCE BASE,MORTGAGE
450995,< 1 year,Retired,MORTGAGE
316858,< 1 year,Self,MORTGAGE
603530,< 1 year,,MORTGAGE
599701,< 1 year,CommonHealth,MORTGAGE
822464,< 1 year,city of ormond beach,MORTGAGE
300527,< 1 year,Merrill Lynch,MORTGAGE
687081,< 1 year,Newfield Central School District,MORTGAGE
354099,1 year,JE Brighton Electric,MORTGAGE
981268,10+ years,Cardno,MORTGAGE
816120,2 years,catholic health system at sisters hosp.,MORTGAGE
372828,3 years,full time contract w/Ideocore Corporation,MORTGAGE
1011127,5 years,Butchs Rathole,MORTGAGE
1057975,7 years,parker drilling company,MORTGAGE
1005433,7 years,,MORTGAGE
1223514,7 years,,MORTGAGE
1014338,8 years,Healtheast. St Joseph's Hospital,MORTGAGE
1231823,9 years,Dept of Veterans Affairs,MORTGAGE
642822,9 years,City of Ontario,MORTGAGE
896965,3 years,Custom Pool Care,MORTGAGE
648184,1 year,Cranney Companies,MORTGAGE
1217061,1 year,ACET,MORTGAGE
682314,10+ years,Tower Automotive,MORTGAGE
1035818,10+ years,PEARL CARROLL & ASSOCIATES LLC,MORTGAGE
1209309,10+ years,yrcw,MORTGAGE
658701,10+ years,Columbus Region Healthcare,MORTGAGE
636222,10+ years,City of Pittsfield,MORTGAGE
660760,10+ years,Universtiy Of Arkansas for Medical Scien,MORTGAGE
625339,10+ years,Hazelwood Fire Dept,MORTGAGE
660455,10+ years,"Timothy S. Ashburner, CPA",MORTGAGE
417068,10+ years,"Cole, Evans & Peterson",MORTGAGE
1066236,10+ years,M&T Bank,MORTGAGE
392762,10+ years,Birmingham City Schools,MORTGAGE
938828,10+ years,COBYS Family Services,MORTGAGE
1209339,10+ years,San Francisco Superior Court,MORTGAGE
696870,10+ years,community care systems,MORTGAGE
621279,10+ years,PEPSI,MORTGAGE
285383,10+ years,Harland Electric,MORTGAGE
684122,10+ years,,MORTGAGE
499163,10+ years,Christus Santa Rosa Childrens Hospital,MORTGAGE
591758,2 years,Myriad Genetics,MORTGAGE
639374,2 years,Johnson Controls Inc,MORTGAGE
575038,2 years,CS STARS LLC.,MORTGAGE
589871,3 years,LBUSD,MORTGAGE
581002,3 years,Laredo Offshore Service,MORTGAGE
556885,3 years,"CA, Inc.",MORTGAGE
661188,3 years,Olde Mill Resort,MORTGAGE
1221071,4 years,Tri-State Care Flight,MORTGAGE
767586,4 years,Technisand,MORTGAGE
612398,4 years,Fiserv,MORTGAGE
683993,5 years,Matrix H.G. inc,MORTGAGE
1201063,5 years,Hogan & Herr Builders,MORTGAGE
577343,5 years,Total Computing Solutions,MORTGAGE
644989,5 years,Bagley Public Schools,MORTGAGE
1205937,5 years,Cambridge street auto repair,MORTGAGE
664086,6 years,Duda Farm Fresh Foods,MORTGAGE
363658,6 years,ONEOK,MORTGAGE
737687,6 years,American Media Inc.,MORTGAGE
564593,7 years,Union Tank Car Company,MORTGAGE
345673,7 years,JEK,MORTGAGE
678590,8 years,U.S. FDA,MORTGAGE
1257159,9 years,"North Carolina State University, VTH",MORTGAGE
529303,9 years,Cunningham Chrysler,MORTGAGE
573283,9 years,Meadow ISD,MORTGAGE
1096474,9 years,select rehab,MORTGAGE
811152,< 1 year,PetSmart,MORTGAGE
604404,< 1 year,,MORTGAGE
663566,< 1 year,ATL CAROLINAS,MORTGAGE
485242,< 1 year,Herndon Plant & Oakley,MORTGAGE
719043,< 1 year,dekalb medical center,MORTGAGE
523011,< 1 year,Dorchester House Health center,MORTGAGE
622038,< 1 year,,MORTGAGE
531089,< 1 year,Finish Line,MORTGAGE
610524,< 1 year,"Wakely Consulting Group, Inc.",MORTGAGE
641139,3 years,The Don Chapin Co.,MORTGAGE
497028,1 year,Hotel Max,MORTGAGE
932215,10+ years,,MORTGAGE
619510,10+ years,Quaker Valley School District,MORTGAGE
1227230,10+ years,Precison Collision,MORTGAGE
524930,10+ years,self,MORTGAGE
525963,10+ years,Stark Industrial LLC,MORTGAGE
993867,10+ years,Cooper University Hospital,MORTGAGE
509412,2 years,Kriebel Security,MORTGAGE
1082491,2 years,"Qscend Technologies, Inc.",MORTGAGE
570137,2 years,Myriad Genetics,MORTGAGE
794765,2 years,State of Connecticut,MORTGAGE
1032900,2 years,Seven Counties Services,MORTGAGE
1108661,2 years,Mercy St Anne,MORTGAGE
1246545,3 years,Pro-Weld Inc.,MORTGAGE
692336,3 years,athenahealth,MORTGAGE
1060922,3 years,Kansas City VA Medical Center,MORTGAGE
642173,3 years,Avesis,MORTGAGE
865954,5 years,Wooster City Schools,MORTGAGE
601570,5 years,FIS,MORTGAGE
1259560,6 years,Heartland MLS Inc.,MORTGAGE
608368,6 years,anda inc,MORTGAGE
399649,6 years,catskill regional medical center,MORTGAGE
718095,6 years,NYC Police Department,MORTGAGE
976870,7 years,"Five Star Home Inspections, Inc",MORTGAGE
468138,7 years,Pecan Deluxe,MORTGAGE
418216,< 1 year,Howrey LLP,MORTGAGE
572188,< 1 year,,MORTGAGE
455769,5 years,Corp of Presiding Bishop,MORTGAGE
380446,10+ years,U.S. Air Force,MORTGAGE
671242,10+ years,CableOne,MORTGAGE
708586,10+ years,AIRGAS INTERMOUNTAIN INC.,MORTGAGE
338578,2 years,DandD Toys,MORTGAGE
1045697,3 years,"The FJH Music Company, INC",MORTGAGE
746598,3 years,alabama state docks,MORTGAGE
798568,5 years,Kiewit Offshore Sevices,MORTGAGE
1202382,6 years,U.S. Air Force Civilian,MORTGAGE
505739,< 1 year,EXCO Resources  Inc.,MORTGAGE
881809,< 1 year,"Cahill, Schmitz, and Cahill",MORTGAGE
1007474,< 1 year,Beiriger Farms,MORTGAGE
565979,< 1 year,,MORTGAGE
545939,1 year,amedisys,MORTGAGE
541931,10+ years,rons food farm,MORTGAGE
806343,10+ years,USAF,MORTGAGE
1097955,2 years,Jefferson Regional Medical Center,MORTGAGE
608297,3 years,Bloomberg LP,MORTGAGE
653673,5 years,Lehigh Magnetic Imaging,MORTGAGE
615712,5 years,KCTCS,MORTGAGE
338545,2 years,Along Side Ministries,MORTGAGE
577226,< 1 year,"Mark R Osherow, Esq",MORTGAGE
349799,< 1 year,Cake and a Prayer,MORTGAGE
628729,1 year,California Community Collections,MORTGAGE
311060,1 year,Self-Employed,MORTGAGE
659619,1 year,St. Pius X Catholic High School,MORTGAGE
1005353,10+ years,AETNA,MORTGAGE
628531,10+ years,"Suwannee Valley Dental, Inc",MORTGAGE
648261,10+ years,mitchells salon and day spa,MORTGAGE
651527,10+ years,pacific coast realty services,MORTGAGE
1286537,10+ years,Babcock & Wilcox,MORTGAGE
559178,10+ years,Administrative Resources Corp,MORTGAGE
1211164,10+ years,Osage County,MORTGAGE
1053854,10+ years,Detroit Diesel Corp.,MORTGAGE
636920,10+ years,Tillamook County,MORTGAGE
648906,10+ years,United Parcel Service,MORTGAGE
1027257,10+ years,Telcordia Technologies,MORTGAGE
634970,10+ years,Microsoft Corporation,MORTGAGE
1020657,10+ years,"Federal Bureau of Prisons, FCI Marianna",MORTGAGE
1049991,10+ years,Simmons Pump,MORTGAGE
625309,10+ years,Gastro Med Assoc PC,MORTGAGE
1237483,10+ years,,MORTGAGE
1068530,10+ years,City of Williamsburg,MORTGAGE
674557,10+ years,Smiths Medical,MORTGAGE
618760,10+ years,USDC,MORTGAGE
705428,10+ years,M and R Capital Management,MORTGAGE
784805,2 years,San Joaquin County,MORTGAGE
1015319,2 years,Century Payments,MORTGAGE
971359,2 years,Everest Re,MORTGAGE
876044,2 years,Enagic,MORTGAGE
629399,2 years,Sanctuary Medical Aesthetic Center,MORTGAGE
549688,3 years,Cincinnati PC Solutions,MORTGAGE
1283352,3 years,"NES Overseas, LCC",MORTGAGE
925895,4 years,Debix,MORTGAGE
889981,4 years,city of charlotte,MORTGAGE
1268228,4 years,277 Park Avenue LLC,MORTGAGE
1055767,4 years,Talas Engineering  Inc.,MORTGAGE
983952,4 years,Siena floral accents,MORTGAGE
627201,4 years,CCHMC,MORTGAGE
607532,5 years,Dollar Car Rental,MORTGAGE
611072,5 years,G. Porter Co,MORTGAGE
616974,5 years,Klein Independent School District,MORTGAGE
969381,5 years,Texas Commission on Environmental Quality,MORTGAGE
647428,5 years,rust tech,MORTGAGE
638385,5 years,pepsi bottling group,MORTGAGE
467868,5 years,Retired,MORTGAGE
565332,6 years,Weld County Government,MORTGAGE
1189695,6 years,Go Figure Inc,MORTGAGE
593228,6 years,United States Army,MORTGAGE
610663,7 years,Botanical Labratories,MORTGAGE
284125,7 years,Mayfield City School District,MORTGAGE
312443,7 years,"Hughes, Hubbard & Reed LLP",MORTGAGE
553081,7 years,Sidelines Inc,MORTGAGE
641179,8 years,General Dynamics,MORTGAGE
729419,8 years,City of Riverside,MORTGAGE
1052186,8 years,CCA,MORTGAGE
344147,8 years,"Vacuum Barrier Alliance, Inc.",MORTGAGE
792279,8 years,Sonoco,MORTGAGE
650505,< 1 year,Union State Bank,MORTGAGE
586645,< 1 year,,MORTGAGE
564207,< 1 year,The Man,MORTGAGE
675437,< 1 year,Telecommunication Systems Inc,MORTGAGE
1076505,1 year,Colonial Life & Health,MORTGAGE
497668,10+ years,fairbanks northstar borough school district,MORTGAGE
656358,10+ years,Divine Dining,MORTGAGE
695400,10+ years,Rush Order  Inc,MORTGAGE
705989,2 years,oak hill hospital,MORTGAGE
996737,2 years,TDCJ,MORTGAGE
1267987,3 years,COVAN WORLDWIDE MOVING,MORTGAGE
611588,4 years,Genesis,MORTGAGE
1229139,6 years,LPL FInancial,MORTGAGE
905015,10+ years,General Electric,MORTGAGE
856738,2 years,UPMC Physican Services,MORTGAGE
1234792,3 years,Pulmonary Associates of North Dallas,MORTGAGE
549092,1 year,"International Logistics Systems, Inc",MORTGAGE
330392,1 year,In Balance Ranch Academy,MORTGAGE
351422,1 year,NextLevel Sports,MORTGAGE
502011,1 year,Caesar's Palace,MORTGAGE
1032159,10+ years,JDW Beauty Inc.,MORTGAGE
1041917,10+ years,Matan Companies,MORTGAGE
610986,10+ years,McLarens Yong International,MORTGAGE
939315,10+ years,city market,MORTGAGE
1018848,10+ years,City of Englewood,MORTGAGE
1279967,10+ years,EPL. Inc,MORTGAGE
627526,10+ years,UAB,MORTGAGE
610299,10+ years,Lockheed Martin,MORTGAGE
774893,10+ years,Caramel sml inc,MORTGAGE
1021833,2 years,National Action Financial Services,MORTGAGE
614909,3 years,Ruckus Wireless,MORTGAGE
672299,3 years,Enova Financial,MORTGAGE
631620,3 years,Wynn Resorts,MORTGAGE
617939,3 years,Asylum Visual Effects,MORTGAGE
1094202,4 years,US EPA,MORTGAGE
651350,5 years,Koala Tee,MORTGAGE
583437,5 years,Telephonetics Inc.,MORTGAGE
572181,7 years,Blood Systems Laboratories,MORTGAGE
579234,< 1 year,,MORTGAGE
293967,< 1 year,,MORTGAGE
594858,< 1 year,,MORTGAGE
1274977,< 1 year,Quality Home Staffing,MORTGAGE
1015875,< 1 year,Faber Daeufer  and  Rosenberg,MORTGAGE
594943,10+ years,NYPD,MORTGAGE
667667,10+ years,gmb rental,MORTGAGE
432559,10+ years,Self Employed,MORTGAGE
1041819,10+ years,GE,MORTGAGE
634342,10+ years,Consumer Source Inc,MORTGAGE
852929,10+ years,FedEx Freight,MORTGAGE
488580,2 years,Rupp Base,MORTGAGE
1012051,3 years,,MORTGAGE
1266263,4 years,Signature Press,MORTGAGE
680401,4 years,MedStar Health,MORTGAGE
1218358,5 years,veterans affairs medical center,MORTGAGE
351187,5 years,Cogent Systems,MORTGAGE
1254693,8 years,,MORTGAGE
732728,8 years,DAYTON FREIGHT LINES,MORTGAGE
703747,< 1 year,ComEd,MORTGAGE
286045,1 year,Humble Monkey Production,MORTGAGE
641428,10+ years,U.S. Dept. of Housing and Urban Develop.,MORTGAGE
1260580,10+ years,Defense Supply Center,MORTGAGE
593390,10+ years,Equant,MORTGAGE
725068,10+ years,Los Rios School District,MORTGAGE
710278,8 years,LLU School Of Dentistry,MORTGAGE
1196832,9 years,conns,MORTGAGE
1005380,4 years,Analytics8,MORTGAGE
678041,8 years,pg&e,MORTGAGE
608527,10+ years,Firstrust Bank,MORTGAGE
1227658,10+ years,L'oreal,MORTGAGE
524730,2 years,OryonTechnologiesDevelopment,MORTGAGE
549055,2 years,Tahoe Beach and Ski Club,MORTGAGE
611112,3 years,guildmark group,MORTGAGE
675136,3 years,Catholic Medical Center,MORTGAGE
549687,3 years,entropic communications,MORTGAGE
625315,3 years,Sears Holding Corp,MORTGAGE
728422,3 years,Legacy.com,MORTGAGE
1082878,3 years,Rutland Plastic Tech Inc,MORTGAGE
